 ,Area,Mean,X,Y,XM,YM,Circ.,AR,Round,Solidity
1,2248.421,255,22.995,24.445,22.995,24.445,0.135,1.063,0.941,1.000
2,2248.421,255,22.995,24.445,22.995,24.445,0.135,1.063,0.941,1.000
3,2248.421,255,22.995,24.445,22.995,24.445,0.135,1.063,0.941,1.000
4,0.343,0,0.207,36.460,0.207,36.460,1.000,2.000,0.500,1.000
5,2248.421,255,22.995,24.445,22.995,24.445,0.135,1.063,0.941,1.000
6,2248.421,255,22.995,24.445,22.995,24.445,0.135,1.063,0.941,1.000
7,2248.421,255,22.995,24.445,22.995,24.445,0.135,1.063,0.941,1.000
8,2248.421,255,22.995,24.445,22.995,24.445,0.135,1.063,0.941,1.000
9,2248.421,255,22.995,24.445,22.995,24.445,0.135,1.063,0.941,1.000
10,2248.421,255,22.995,24.445,22.995,24.445,0.135,1.063,0.941,1.000
11,2248.421,255,22.995,24.445,22.995,24.445,0.135,1.063,0.941,1.000
12,2248.421,255,22.995,24.445,22.995,24.445,0.135,1.063,0.941,1.000
13,2248.421,255,22.995,24.445,22.995,24.445,0.135,1.063,0.941,1.000
14,2248.421,255,22.995,24.445,22.995,24.445,0.135,1.063,0.941,1.000
15,2248.421,255,22.995,24.445,22.995,24.445,0.135,1.063,0.941,1.000
16,2248.421,255,22.995,24.445,22.995,24.445,0.135,1.063,0.941,1.000
17,2248.421,255,22.995,24.445,22.995,24.445,0.135,1.063,0.941,1.000
18,28.324,0,17.355,12.494,17.355,12.494,0.769,1.411,0.709,0.844
19,41.370,0,17.086,11.803,17.086,11.803,0.704,1.101,0.908,0.865
20,40.855,0,16.801,11.900,16.801,11.900,0.678,1.688,0.593,0.869
21,42.744,0,17.474,11.024,17.474,11.024,0.746,1.503,0.665,0.881
22,32.787,0,18.329,11.071,18.329,11.071,0.709,1.233,0.811,0.832
23,23.174,0,18.051,10.998,18.051,10.998,0.898,1.339,0.747,0.925
24,17.681,0,18.562,10.911,18.562,10.911,0.846,1.428,0.700,0.866
25,11.501,0,19.006,11.375,19.006,11.375,0.912,1.380,0.724,0.905
26,7.896,0,19.275,10.610,19.275,10.610,0.795,1.411,0.708,0.844
27,5.493,0,18.994,10.384,18.994,10.384,0.991,1.122,0.892,0.889
28,4.807,0,19.828,10.240,19.828,10.240,1.000,1.153,0.867,0.903
29,4.120,0,19.974,10.375,19.974,10.375,0.978,1.110,0.901,0.842
30,3.433,0,20.074,10.192,20.074,10.192,1.000,1.083,0.923,0.889
31,2.918,0,20.558,9.980,20.558,9.980,1.000,1.263,0.792,0.919
