 ,Area,Mean,X,Y,XM,YM,Circ.,AR,Round,Solidity
1,2324.639,255,25.274,22.995,25.274,22.995,0.135,1.099,0.910,1.000
2,2324.639,255,25.274,22.995,25.274,22.995,0.135,1.099,0.910,1.000
3,4.120,0,29.123,22.701,29.123,22.701,0.941,1.267,0.789,0.889
4,45.147,0,27.099,22.963,27.099,22.963,0.848,1.255,0.797,0.907
5,91.667,0,26.960,24.007,26.960,24.007,0.783,1.129,0.886,0.932
6,97.160,0,26.568,24.118,26.568,24.118,0.337,1.420,0.704,0.727
7,112.267,0,27.441,24.266,27.441,24.266,0.322,1.197,0.835,0.725
8,143.681,0,30.849,25.735,30.849,25.735,0.265,1.268,0.789,0.747
9,127.544,0,29.476,27.892,29.476,27.892,0.251,1.284,0.779,0.696
10,180.931,0,26.680,28.273,26.680,28.273,0.245,1.200,0.833,0.783
11,161.190,0,24.125,24.959,24.125,24.959,0.231,1.460,0.685,0.734
12,147.457,0,25.746,21.277,25.746,21.277,0.253,1.430,0.699,0.715
13,112.267,0,30.407,20.031,30.407,20.031,0.217,1.017,0.983,0.658
14,131.493,0,34.588,21.802,34.588,21.802,0.293,1.406,0.711,0.673
15,145.226,0,31.914,23.836,31.914,23.836,0.286,1.445,0.692,0.713
16,130.119,0,27.584,22.018,27.584,22.018,0.240,1.597,0.626,0.680
17,121.880,0,28.931,18.431,28.931,18.431,0.239,1.290,0.775,0.688
18,102.825,0,31.750,19.633,31.750,19.633,0.300,1.197,0.835,0.671
19,101.795,0,33.822,25.681,33.822,25.681,0.268,1.192,0.839,0.708
20,120.850,0,30.779,28.329,30.779,28.329,0.270,1.444,0.693,0.713
21,113.812,0,28.506,28.460,28.506,28.460,0.234,1.415,0.707,0.646
22,113.297,0,29.473,26.387,29.473,26.387,0.227,1.691,0.591,0.675
23,113.812,0,35.128,28.553,35.128,28.553,0.243,1.341,0.746,0.612
24,96.989,0,36.096,29.573,36.096,29.573,0.312,1.292,0.774,0.657
25,110.893,0,33.392,27.253,33.392,27.253,0.295,1.512,0.661,0.642
26,104.713,0,32.759,27.676,32.759,27.676,0.251,1.192,0.839,0.689
27,94.585,0,34.299,28.783,34.299,28.783,0.313,1.246,0.803,0.669
28,110.035,0,32.959,28.891,32.959,28.891,0.241,1.111,0.900,0.687
29,75.188,0,33.612,29.604,33.612,29.604,0.458,1.099,0.910,0.832
30,65.231,0,33.183,27.947,33.183,27.947,0.325,1.256,0.796,0.711
31,49.953,0,33.605,29.262,33.605,29.262,0.544,1.320,0.758,0.797
